NO,市町村,事業者名,店舗名,事業者種別,郵便番号,住所,電話番号,開始（予定）日,PCR検査,抗原検査,特記事項
214,松戸市,ウエルシア薬局株式会社,ウエルシア薬局常盤平店,1,270-2261,千葉県松戸市常盤平４－８－１９,047-394-6462,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
215,松戸市,ウエルシア薬局株式会社,ウエルシア松戸牧の原薬局,1,270-2261,千葉県松戸市常盤平６－２８－７,047-311-0111,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
216,松戸市,ウエルシア薬局株式会社,ウエルシア薬局馬橋駅西口店,1,271-0046,千葉県松戸市西馬橋蔵元町６番地,047-346-5531,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
217,松戸市,ウエルシア薬局株式会社,ウエルシア薬局松戸樋野口店,1,271-0067,千葉県松戸市樋野口９３２番地の１,047-308-2145,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
218,松戸市,ウエルシア薬局株式会社,ウエルシア薬局松戸駅西口店,1,271-0091,千葉県松戸市本町１９－１７　松戸本町第１ビル　１階,047-331-1731,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
219,松戸市,ウエルシア薬局株式会社,ウエルシア薬局松戸六高台店,1,270-2203,千葉県松戸市六高台７－２０－１,047-394-5288,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
220,松戸市,株式会社千葉薬品,ヤックスドラッグ二十世紀が丘薬局,1,271-0084,松戸市二十世紀が丘丸山町130,047-712-1631,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
221,松戸市,株式会社千葉薬品,ヤックスドラッグ松戸五香薬局,1,270-2213,松戸市五香2-21-8,047-712-0704,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
222,松戸市,株式会社千葉薬品,ヤックスドラッグ八柱薬局,1,270-2252,松戸市千駄堀1487-3,047-710-7291,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
223,松戸市,クラフト株式会社,さくら薬局　松戸駅前店,1,271-0092,千葉県松戸市松戸1178,047-308-6431,2022-01-18,False,True,13時-15時の間
224,松戸市,イントロン株式会社,イントロン薬局松戸店,1,270-2203,千葉県松戸市六高台7-28-1,047-382-6462,2022-01-19,True,True,月火水木金土　9：00～18：00
225,松戸市,株式会社トモズ,薬局トモズグリーンマークシティ松戸新田店,1,270-2241,千葉県松戸市松戸新田245-26,047-330-2201,2022-01-21,True,True,"【PCR検査等・抗原定性検査】
月～金：　9：30　～　19：30
土　　：　9：30　～　19：30
日・祝：　9：30　～　19：30"
226,松戸市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎千駄堀店,1,270-2252,松戸市千駄堀1113番6,047-345-2229,2022-01-26,True,True,店舗の営業時間に準ずる
227,松戸市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎常盤平１丁目店,1,270-2261,松戸市常盤平1丁目2番12号,047-394-5429,2022-01-26,True,True,店舗の営業時間に準ずる
228,松戸市,株式会社サンドラッグ,サンドラッグ六高台薬局　　　　,1,270-2203,千葉県松戸市六高台8-136-1,047-703-8910,2022-02-07,True,True,"・受検可能な時間帯
　月～金　（ＰＣＲ・抗原）１０：００～１２：００　/（抗原）１５：００～１８：００
　土　　　（抗原）１０：００～１２：００　/（抗原）１５：００～１８：００
　※日曜日・祝日は実施不可。
・ＰＣＲ検査は結果通知が検体採取日の翌々日になることがあります。
・薬局内の密集を回避するため1日当り及び同一時間帯の受検者を制限して実施します。
（状況に応じて当日の時間帯を指定した整理券配布対応とします。）"
229,松戸市,株式会社　あさひ調剤,アイン薬局 五香店,1,270-2213,松戸市五香8-39五香ｽｸｰﾙﾊｲﾂ１F,047-394-1193,2022-03-07,False,True,"3月7日開始予定
■ご連絡ください　実施曜日・時間
火曜・金曜の14：00～15：00
ドライブスルーにて対応"
230,松戸市,株式会社アインファーマシーズ,アイン薬局千葉西店,1,270-2251,千葉県松戸市金ケ作89-5,047-700-5891,2022-03-09,False,True,店舗の営業時間に準ずる定休日（日曜、祝日）は対応不可。店舗営業日の12～18時まで対応。来局前に電話連絡をお願いします。お車での来局が難しい方はご相談下さい。
231,松戸市,株式会社富士薬品,ドラッグセイムス東松戸薬局,1,270-2225,千葉県松戸市東松戸4-1-1,047-312-8571,2022-03-09,False,True,"電話での予約受付はしておりません
調剤薬局の営業時間のみ受付
受付曜日：月～土
受付時間：10:00～17:00"
232,松戸市,ライフエンタープライズ株式会社,ハーブランド薬局松戸店,1,271-0092,千葉県松戸市松戸1293-2　小川ビル1階,047-308-6086,2022-03-15,True,True,"受付時間：月～金曜日の11時～14時
必ず事前にお電話にてご連絡の上来局ください。"
233,松戸市,ライフエンタープライズ株式会社,ハーブランド薬局東松戸店,1,270-2225,千葉県松戸市東松戸3-7-19,047-312-8787,2022-03-15,True,True,"※ドライブスルー実施のみ
受付時間：月～金曜日の11時～14時
必ず事前にお電話にてご連絡の上来局ください。"
234,松戸市,ファイヤークリニック,Checkup Centerよつば　松戸店,3,271-0092,千葉県松戸市松戸2160-2,03-4500-1775,2022-03-12,True,False,"年中無休
医療機関による検査のため、確定診断がでる
唾液検査のため、検査30分前のご飲食は控えて頂く"
235,松戸市,ルナドクター株式会社,松戸駅前PCR検査センター,2,271-0091,千葉県松戸市本町1-12　日発ビル４F,050-3699-5607,2022-03-16,True,True,"年中無休、整理券制。
以下ＨＰには非公開にて　訪問検査とオンライン方式は今後実施の可能性があります。"
236,松戸市,一般社団法人厚生会,PCR検査センター秋山,3,270-2223,千葉県松戸市秋山1-9-18,047-369-7850,2022-04-25,False,True,定休日無し　
237,松戸市,医療法人社団潮新会,新松戸駅前クリニック,3,270-0034,千葉県松戸市新松戸1丁目367-3浅野ビル4F,047-340-5551,2022-04-21,True,False,日曜日を除いて実施予定。
238,松戸市,有限会社　ボイス,松戸西薬局,1,271-0092,千葉県松戸市松戸2044,047-361-7577,2022-05-09,True,True,"月曜日～金曜日　10:00～12:30　14:00～18：30　　土曜日　10:00～12：30　
御来局前にお電話ください。　
担当者直通：080-1088-8877　（山崎）"
239,松戸市,日本調剤株式会社,日本調剤 新松戸薬局,1,270-0034,"千葉県松戸市新松戸1-407
岡本ビル１階",047-309-3751,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
240,松戸市,株式会社ファーマみらい,共創未来 新松戸薬局,1,270-0034,千葉県松戸市新松戸1-411,047-348-2237,2022-05-30,False,True,"月～金曜日　9時～10時、13時～14時　対応。
　来局前にお電話下さい。可能な日時をご相談させて頂きます。"
241,松戸市,クオール株式会社　クオール薬局はなみずき店,クオール薬局はなみずき店,1,271-0051,千葉県松戸市馬橋3239,047-309-2500,2022-06-01,False,True,"月・火・水・金：１３時～１４時
木：１０時～１６時
ご来局前に予めご連絡ください。"
242,松戸市,クオール株式会社　クオール薬局松戸店,クオール薬局松戸店,1,270-2252,千葉県松戸市千駄堀1024-7,047-711-8189,2022-06-01,False,True,"月～金：９時～１０時
ご来局前に予めご連絡ください。"
243,松戸市,株式会社Ｋコーポレーション,田辺薬局　新松戸西店,1,270-0034,松戸市新松戸６－３９,047-312-1355,2022-06-10,False,True,月曜日～金曜日　13:00～15:00／17:00～18:00実施　ご来局前にあらかじめ電話でお問合せ下さい。（047-312-1355)
244,松戸市,株式会社ウィーズ,薬局おくすり本舗　20世紀が丘店,1,271-0083,千葉県松戸市二十世紀が丘梨元町25-3,047-391-4061 ,2022-06-11,False,True,ドライブスルー方式にて対応　水曜、祝日実施不可
245,松戸市,株式会社ウィーズ,薬局おくすり本舗　八柱店,1,270-2253,松戸市日暮1-16-2 日暮ビル 1F,047-710-7128,2022-06-11,False,True,日曜、祝日実施不可
246,松戸市,メディカルコム株式会社,ふくろう薬局　松戸店,1,271-0092,千葉県松戸市松戸1072-12,047-365-5200,2022-06-11,False,True,木曜日・日曜日・祝日　実施不可
247,松戸市,ﾄﾗﾝﾌﾟ・ﾃﾞﾊﾟｰﾄﾒﾝﾄ株式会社,PCR検査ｾﾝﾀｰ東京ﾗﾎﾞ,3,270-8555,千葉県松戸市新松戸3丁目2-1,03-6807-7860,2022-06-13,True,True,"当日対応可。
PCR,抗原検査は毎日9時から17時まで受付
通知方法①ｲﾝﾀｰﾈｯﾄ経由、メール等での通知。
            ②ｲﾝﾀｰﾈｯﾄを使用できない方等への検査結果通知は受検時に受検者様に郵送先を郵送用封筒に記入していただき検査結果通知書を郵送する。受検者様の希望があれば受け渡しも可　
検査方法等詳細はお電話にてご確認ください。"
248,野田市,ウエルシア薬局株式会社,ウエルシア薬局野田七光台店,1,278-0051,千葉県野田市七光台４－２,04-7127-8850,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
249,野田市,ウエルシア薬局株式会社,ウエルシア薬局野田関宿店,1,270-0222,千葉県野田市木間ヶ瀬６７５－１,0471-98-2931,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
250,野田市,クラフト株式会社,さくら薬局野田横内店,1,278-0004,千葉県野田市横内35-1,04-7120-0423,2022-01-18,False,True,"月～金：15時～17時
土：15時～16時"
251,野田市,株式会社クスリのアオキホールディングス,クスリのアオキ尾崎薬局,1,270-0235,千葉県野田市尾崎66番地の1,04-7157-2267,2022-01-26,True,True,"月～金　9:00-18:00（薬局　04-7157-2267）
上記以外の時間帯（店舗　04-7199-3151）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
252,野田市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎野田山崎店,1,278-0029,野田市山崎新町1-12,04-7189-8529,2022-01-26,True,True,店舗の営業時間に準ずる
253,野田市,株式会社アインファーマシーズ,アイン薬局野田店,1,278-0037,千葉県野田市野田1225-27,04-7126-2911,2022-03-09,False,True,自家用車内でのみ実施します。日曜日、祝日は実施不可。来局前にお電話ください。
254,野田市,株式会社　スギ薬局,スギ薬局　野田愛宕店,1,278-0037,千葉県野田市野田836番地,04-7125-2121,2022-03-10,True,True,"検査可能時間
9:00-22:00"
255,野田市,株式会社メタボスクリーン,コロナバスター・野田店,2,270-0211,野田市東高野85-8,080-7588-2975,2022-03-11,True,False,月曜～日曜　10:00～18:00
256,野田市,薬樹株式会社 薬樹薬局　野田,薬樹薬局　野田,1,270-0237,千葉県野田市中里1564番地の5,04-7129-0300,2022-05-24,True,False,"月火水木金の14：00～16：00は実施可能。土曜、日曜、祭日は実施不可。
検査をご希望の方は事前にお電話にてご連絡をお願いいたします。
なお、薬局の店頭での予約受付は承っておりませんので連絡先にお問合せをお願いいたします。
電話番号：046-271-7233"
257,野田市,株式会社ウィーズ千葉,アイティオー野田薬局,1,278-0033,千葉県野田市上花輪862,04-7124-2210,2022-06-11,False,True,ドライブスルー方式にて対応。木曜日・日曜日・祝日　実施不可
258,茂原市,ウエルシア薬局株式会社,ウエルシア薬局茂原ライフガーデン店,1,297-0012,千葉県茂原市六ツ野２７８５－１,0475-20-0600,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
259,茂原市,株式会社千葉薬品,ヤックスドラッグ茂原谷本薬局,1,297-0011,茂原市谷本1810-1,0475-27-1301,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
260,茂原市,株式会社千葉薬品,ヤックスドラッグ茂原早野薬局,1,297-0037,茂原市早野1046-1,0475-36-3022,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
261,茂原市,株式会社千葉薬品,ヤックスドラッグ茂原高師薬局,1,297-0021,茂原市高師町2-13-2,0475-36-7731,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
262,茂原市,株式会社クスリのアオキホールディングス,クスリのアオキ東郷薬局,1,297-0017,千葉県茂原市東郷1617番地,0475-36-7820,2022-01-26,True,True,"月～金　9:00-18:00（薬局　0475-36-7820）
上記以外の時間帯（店舗　0475-36-3442）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
263,茂原市,株式会社ツルハ,調剤薬局ツルハドラッグ茂原店,1,297-0012,千葉県茂原市六ツ野3870,0475-20-0250,2022-01-20,True,True,
264,茂原市,株式会社ツルハ,調剤薬局ツルハドラッグ本納店,1,299-4113,千葉県茂原市法目2420-1,0475-30-5522,2022-01-20,True,True,
265,茂原市,株式会社ツルハ,調剤薬局ツルハドラッグ早野店,1,297-0055,千葉県茂原市綱島885-1,0475-36-5125,2022-01-20,True,True,
266,茂原市,木村歯科医院,木村歯科医院,3,297-0026,千葉県茂原市茂原316,070-8329-8060,2022-03-09,True,False,実施は診察をおこなっている時間のみ可能です。
267,茂原市,クラフト株式会社,さくら薬局　茂原店,1,297-0029,千葉県茂原市高師1012,0475-25-8772,2022-04-06,False,True,月・火・水・金：13～15時　事前電話必要
268,茂原市,株式会社ウィーズ,和代薬局,1,297-0065,千葉県茂原市緑ヶ丘4-2-5,0475-20-1081 ,2022-06-11,False,True,ドライブスルー方式にて対応　木、日曜、祝日実施不可
269,成田市,ウエルシア薬局株式会社,ウエルシア薬局イオンモール成田店,1,286-0029,千葉県成田市ウイング土屋２４　イオンモール成田２Ｆ,0476-85-7591,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
270,成田市,ウエルシア薬局株式会社,ウエルシア薬局成田公津の杜店,1,286-0048,千葉県成田市公津の杜３－２６－３,0476-27-4535,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
271,成田市,株式会社千葉薬品,ヤックスドラッグ成田飯田町薬局,1,286-0011,千葉県成田市飯田町2-92吉野屋第二ビル,0476-23-5766,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
272,成田市,"医療法人社団瞳治会 
たもつ眼科",たもつ眼科,3,286-0048,千葉県成田市公津の杜２－１７－５,0476-28-1113,2022-04-19,False,True,土日は検査できません
273,成田市,有限会社ウエルストン薬局,有限会社ウエルストン薬局,1,286-0035,千葉県成田市馬橋３－２２,0476-22-8300,2022-05-16,False,True,"検査受付時間13:00～15:00
土・日・木・祝日は実施不可
ドライブスルー方式のみ"
274,成田市,株式会社ウィーズ千葉,そらいろ薬局,1,286-0047,千葉県成田市江弁須487-35,0476-20-8550,2022-06-11,False,True,木曜日・日曜日・祝日　実施不可
275,成田市,株式会社ウィーズ,サンリツ薬局　美郷台店,1,"
286-0013
 ",千葉県成田市美郷台1-13-6,0476-23-4848,2022-06-11,False,True,ドライブスルー方式にて対応　木、日曜、祝日実施不可
276,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局ユーカリが丘２号店,1,285-0858,千葉県佐倉市ユ－カリが丘３－３－１３,043-460-8878,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
277,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局佐倉王子台店,1,285-0837,千葉県佐倉市王子台４－１４－１,043-460-0591,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
278,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局佐倉寺崎店,1,285-0818,千葉県佐倉市寺崎北１－７－３,043-483-7611,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
279,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局佐倉小竹店,1,252-0203,千葉県佐倉市小竹669番地1　,043-460-0178,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
280,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局ユーカリが丘店,1,285-0854,千葉県佐倉市上座５８８－１９,043-460-9331,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
281,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局佐倉志津店,1,285-0846,千葉県佐倉市上志津１６０２－１,043-463-5015,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
282,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局佐倉西志津店,1,285-0845,千葉県佐倉市西志津２－２２－４８,043-464-0711,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
283,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局佐倉染井野店,1,285-0831,千葉県佐倉市染井野３－３９－１,043-460-2886,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
284,佐倉市,ウエルシア薬局株式会社,ウエルシア薬局佐倉鏑木店,1,285-0025,千葉県佐倉市鏑木町字仲田４０６－３,043-481-0570,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
285,佐倉市,株式会社千葉薬品,ヤックスドラッグ佐倉山王薬局,1,285-0807,佐倉市山王1-9-3,043-483-8101,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
286,佐倉市,株式会社千葉薬品,ヤックスドラッグ佐倉寺崎薬局,1,285-0818,佐倉市寺崎北2-2-1,043-497-6513,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
287,佐倉市,日本調剤株式会社,日本調剤 ユーカリ薬局,1,285-0858,"千葉県佐倉市ユーカリが丘4-1-1
ウエストタワー２階",043-463-1601,2022-01-17,True,True,弊社予約サイト（https://www.nicho.co.jp/pharmacy/covid19/pcrtest/free/）より事前申込みの上ご来局ください。日曜：実施不可　検査対応時間：15:00～18:00。電話でのお問い合わせはご遠慮ください。検査キットの入荷状況により予約をお断りすることがあります。
288,佐倉市,クラフト株式会社,さくら薬局佐倉南ユーカリが丘店,1,285-0859,千葉県佐倉南ﾕｰｶﾘが丘1-1ｽｶｲﾌﾟﾗｻﾞ･ｽﾃｰｼｮﾝﾀﾜｰ1F,043-460-2567,2022-01-18,False,True,14時-16時の間(日、祝日は対象外）
289,佐倉市,クラフト株式会社,さくら薬局佐倉王子台店,1,285-0837,千葉県佐倉市王子台3-6-14,043-463-1222,2022-01-18,False,True,13時-15時の間
290,佐倉市,イントロン株式会社,小江戸薬局佐倉店,1,285-0014,"千葉県佐倉市栄町21-15
ファミール佐倉１F",043-483-6650,2022-01-19,True,True,"月火水木金　9：00～18：30
土　9：00～18：00"
291,佐倉市,株式会社クスリのアオキホールディングス,クスリのアオキ井野薬局,1,285-0855,千葉県佐倉市井野1387番地2,043-312-7186,2022-01-26,True,True,"月～金　9:00-18:00　土　9:00-13:00（薬局　043-312-7186）
上記以外の時間帯（店舗　043-312-7914）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
292,佐倉市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎うすい駅前店,1,285-0837,"佐倉市王子台3-1-8
うめやﾋﾞﾙ１F",043-460-1153,2022-01-26,True,True,店舗の営業時間に準ずる
293,佐倉市,"株式会社PROUMED
医療法人社団　同仁会診療所",くすりの福太郎ユーカリが丘店,1,285-0858,佐倉市ユーカリが丘4-1-1　ｽｶｲﾌﾟﾗｻﾞﾓｰﾙ1階,043-463-2729,2022-01-26,True,True,店舗の営業時間に準ずる
294,佐倉市,医療法人社団七海会,志津駅南口センター,3,285-0846,千葉県佐倉市上志津1663-19,080-9465-7055,2022-03-28,True,True,"営業日：土曜日のみ(13時〜18時)
７月２日臨時休業"
295,佐倉市,医療法人社団コアラの杜,医療法人社団コアラの杜セントルーククリニックユーカリが丘,3,285-0850,千葉県佐倉市西ユーカリが丘4-1-21,043-460-6625,2022-04-25,True,False,木曜日、日曜日、祝日は休診日の為、実施不可
296,佐倉市,株式会社グランデヤスダ,にこにこ薬局本店,1,285-0837,千葉県佐倉市王子台3-2-9,043-312-2233,2022-05-01,False,True,"月曜日～金曜日は10:00～17:00まで。土曜日は10:00～16:00まで。
ドライブスルー方式の為、事前に電話にてご連絡下さい。"
297,佐倉市,有限会社ファルマシアヤスダ,表町薬局,1,285-0811,千葉県佐倉市表町3-19-7,043-483-2377,2022-05-01,False,True,ドライブスルー方式
298,佐倉市,日本調剤株式会社,日本調剤 下志津薬局,1,285-0841,千葉県佐倉市下志津596-1-1,043-460-7621,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
299,佐倉市,日本調剤株式会社,日本調剤 そめい野薬局,1,285-0831,千葉県佐倉市染井野5-29-3,043-460-1581,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
300,佐倉市,日本調剤株式会社,日本調剤 志津薬局,1,285-0846,千葉県佐倉市上志津1663-8,043-460-4430,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
301,東金市,ウエルシア薬局株式会社,ウエルシア薬局東金押堀店,1,283-0065,千葉県東金市押堀３３,0475-50-0275,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
302,東金市,株式会社千葉薬品,ヤックスドラッグ東金新町薬局,1,283-0005,東金市田間13-9,0475-78-5573,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
303,東金市,さくら薬局株式会社,すみれ薬局　季美の森店,1,283-0823,東金市山田669-50,0475-78-3981,2022-01-12,False,True,平日9：00から17：00、土9：00から12：00で対応可能
304,東金市,株式会社アインファーマシーズ,アイン薬局　東千葉店,1,283-0826,千葉県東金市丘山台3丁目6番地2,0475-77-7231,2022-03-05,False,True,水・金曜日　16時～18時実施。来局前には電話連絡をお願いします。
305,東金市,さくら薬局株式会社,すみれ薬局　東金店,1,283-0066,千葉県東金市南上宿5-34-4,0475-50-1667,2022-04-06,False,True,平日　13時～15時
306,東金市,クラフト株式会社,さくら薬局　東金南上宿店,1,283-0066,千葉県東金市南上宿41-15,0475-53-5271,2022-04-06,False,True,月～水・金・第2～5土：13～15時
307,東金市,有限会社松屋薬局,有限会社松屋薬局,1,283-0067,千葉県東金市東上宿16-14,0475-55-0058,2022-06-07,False,True,土曜日（16～17時）のみ対応可能。
308,東金市,株式会社キャリアAHナビ,あさひ薬局,1,283-0062,千葉県東金市家徳37-10,0475-50-8080,2022-06-11,False,True,ドライブスルー
309,旭市,株式会社千葉薬品,ヤックスドラッグ飯岡薬局,1,289-2712,旭市横根字瀬戸3502-1,0479-50-6116,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
310,旭市,株式会社千葉薬品,ヤックスドラッグ旭薬局中央病院前店,1,298-2511,旭市イ字京六沼1413-1,0479-85-6631,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
311,旭市,株式会社千葉薬品,ヤックスドラッグ旭中央薬局,1,289-2516,旭市口谷近304-1,0479-60-1311,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
312,旭市,株式会社千葉薬品,ヤックスケアタウン旭入野薬局,1,289-0515,旭市入野703-1,0479-74-7093,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
313,旭市,株式会社千葉薬品,ヤックスドラッグ旭萬力薬局,1,289-0517,旭市萬力2917-14,0479-85-5993,2022-01-07,True,True,調剤薬局の営業日、営業時間のみ受付可能。
314,旭市,日本調剤株式会社,日本調剤 旭病院前薬局,1,289-2511,千葉県旭市イ１４１９－１,0479-62-6670,2022-01-17,True,True,弊社予約サイト（https://www.nicho.co.jp/pharmacy/covid19/pcrtest/free/）より事前申込みの上ご来局ください。土曜、日曜は対応不可。対応時間：9:00～18:00（曜日によって対応できない時間帯があります）電話でのお問い合わせはご遠慮下さい。検査キットの入荷状況により予約をお断りすることがあります。
315,旭市,株式会社ファーメスト,とまと薬局旭店,1,289-2511,千葉県旭市イ1638-4,0479-85-6672,2022-01-20,True,True,"土曜・日曜・祝祭日は店舗休業日につき、終日実施不可。
検査受付可能時間は、店舗営業日の9：00～17：00まで。"
316,旭市,株式会社クスリのアオキホールディングス,クスリのアオキ旭中央薬局,1,289-2516,千葉県旭市ロの137番地3,0479-85-5275,2022-01-26,True,True,"月～金　9:00-18:00（薬局　0479-85-5275）
上記以外の時間帯（店舗　0479-85-5270）
よくあるご質問はクスリのアオキHPにてご確認をお願い致します。"
317,旭市,日本調剤株式会社,日本調剤 旭薬局,1,289-2511,千葉県旭市イの1469,0479-62-6711,2022-05-25,False,True,"店舗の営業日、営業時間のみ対応（各店舗の情報は以下の店舗情報よりご確認ください）。https://www.nicho.co.jp/tenpo/
土、日、祝日は対応しておりません。混雑時または検査キットの在庫状況によっては予約をお断りすることがあります。必ず事前に電話予約をした上でご来局ください。"
318,習志野市,ウエルシア薬局株式会社,ウエルシア薬局習志野実籾店,1,275-0001,千葉県習志野市東習志野３－１－２４,047-403-9952,2021-12-24,True,True,"調剤薬局の営業日、営業時間のみ受付可能。2月14日から、ウエルシア薬局のホームページより検査の予約ができるようになります。
https://www.welcia-yakkyoku.co.jp/"
